UNIPROT ID,GENE,From Docking List,Docking Rank,From Raw Data,GO ID,P-Value Significance,Fold Change
Q9CWG8,Ndufaf7,,7366,"Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)",mmu04714,0.89001257,0.985026207
Q9DCS9,Ndufb10,,1945,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit),"mmu00190,mmu04723,mmu04714,mmu05010,mmu05012,mmu05016,mmu04932",0.776818968,1.018978978
Q9CQZ6,Ndufb3,,3866,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit),"mmu00190,mmu04723,mmu04714,mmu05010,mmu05012,mmu05016,mmu04932",0.828599829,1.013749129
Q9D6J6,Ndufv2,,647,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)","mmu00190,mmu04723,mmu04714,mmu05010,mmu05012,mmu05016,mmu04932",0.788235293,0.978881763
Q8BK30,Ndufv3,,4124,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)","mmu00190,mmu04723,mmu04714,mmu05010,mmu05012,mmu05016,mmu04932",0.332687905,0.919924528
Q8CFI0,Nedd4,,50,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu05169",0.940993376,0.993059007
Q8CFI0,Nedd4,,200,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu05169",0.940993376,0.993059007
Q8CFI0,Nedd4,,2002,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu05169",0.940993376,0.993059007
Q8CFI0,Nedd4,,4457,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu05169",0.940993376,0.993059007
Q8CFI0,Nedd4l,,50,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu04960",0.252829011,1.089938295
Q8CFI0,Nedd4l,,200,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu04960",0.252829011,1.089938295
Q8CFI0,Nedd4l,,2002,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu04960",0.252829011,1.089938295
Q8CFI0,Nedd4l,,4457,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),"mmu04120,mmu04144,mmu04530,mmu04960",0.252829011,1.089938295
O35177,Nedd9,,2143,Enhancer of filamentation 1 (mEF1) (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105),,0.197975292,1.276527861
O35177,Nedd9,,2796,Enhancer of filamentation 1 (mEF1) (CRK-associated substrate-related protein) (CAS-L) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (p105),,0.197975292,1.276527861
Q8K4Q6,Neil1,,3595,Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (Nei homolog 1) (NEH1) (Nei-like protein 1),mmu03410,0.431423018,0.913718339
Q6R2P8,Neil2,,867,Endonuclease 8-like 2 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil2) (DNA-(apurinic or apyrimidinic site) lyase Neil2) (Endonuclease VIII-like 2) (Nei homolog 2) (NEH2) (Nei-like protein 2),mmu03410,0.683584476,0.926027174
P51954,Nek1,,347,Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1),,0.261522854,1.097172215
Q3UGM2,Nek10,,4736,Serine/threonine-protein kinase Nek10 (EC 2.7.11.1) (Never in mitosis A-related kinase 10) (NimA-related protein kinase 10),,0.958537699,0.984406718
Q3UGM2,Nek10,,4809,Serine/threonine-protein kinase Nek10 (EC 2.7.11.1) (Never in mitosis A-related kinase 10) (NimA-related protein kinase 10),,0.958537699,0.984406718
O35942,Nek2,,7412,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2),,0.246934233,0.753265273
Q9ES70,Nek6,,2902,Serine/threonine-protein kinase Nek6 (EC 2.7.11.1) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6),,0.743566715,0.978123455
Q8K1R7,Nek9,,3644,Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9),,0.41528032,0.939839258
Q922L6,Nelfcd,,3835,Negative elongation factor D (NELF-D) (TH1-like protein),,0.331827086,0.921287055
P19426,Nelfe,,1731,Negative elongation factor E (NELF-E) (RNA-binding protein RD),,0.664267105,0.964055748
Q8CCP0,Nemf,,1991,Nuclear export mediator factor Nemf (Serologically defined colon cancer antigen 1 homolog),,0.679940506,0.968551994
Q9CQ76,Nepn,,7167,Nephrocan,,0.766211735,1.720612513
Q9Z206,Net1,,5064,Neuroepithelial cell-transforming gene 1 protein (Rho guanine nucleotide exchange factor 8),,0.151559109,1.122069072
Q8BZL1,Neu4,,369,Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4) (Neuraminidase 4),"mmu00600,mmu00511",0.776456207,1.037851726
Q8BZL1,Neu4,,2811,Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4) (Neuraminidase 4),"mmu00600,mmu00511",0.776456207,1.037851726
Q923S6,Neurl1a,,4110,E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (m-neu1) (m-neuralized 1) (Neuralized1) (RING-type E3 ubiquitin transferase NEURL1),,0.462646191,1.0772042
Q0MW30,Neurl1b,,6352,E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 2) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B),,0.537190824,1.088437147
Q0MW30,Neurl2,,6352,E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 2) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B),,0.29592423,0.796047758
Q0MW30,Neurl3,,6352,E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 2) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B),,0.656199465,0.878654374
Q5NCX5,Neurl4,,3417,Neuralized-like protein 4,,0.672751111,1.0311932
Q5NCX5,Neurl4,,5949,Neuralized-like protein 4,,0.672751111,1.0311932
Q5NCX5,Neurl4,,6916,Neuralized-like protein 4,,0.672751111,1.0311932
Q60867,Neurod1,bHLH,2554,Neurogenic differentiation factor 1 (NeuroD1) (Beta-cell E-box transcriptional activator 2) (Beta2),mmu04950,0.705766034,1.044751553
Q62414,Neurod2,bHLH,6207,Neurogenic differentiation factor 2 (NeuroD2) (NeuroD-related factor) (NDRF),,0.040112437,1.314992143
O09105,Neurod4,bHLH,4572,Neurogenic differentiation factor 4 (NeuroD4) (Helix-loop-helix protein mATH-3) (mATH3) (Protein atonal homolog 3),,0.630994421,1.195587072
P70661,Neurog3,bHLH,5850,Neurogenin-3 (NGN-3) (Helix-loop-helix protein mATH-4B) (mATH4B) (Protein atonal homolog 5),mmu04950,1,1.059394087
Q7TPW1,Nexn,,5386,Nexilin (F-actin-binding protein),,0.967599084,0.978835877
P46662,Nf2,,1105,Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomin),"mmu04390,mmu04392,mmu04530",0.320311925,1.079129751
Q810U3,Nfasc,,4476,Neurofascin,mmu04514,0.600285097,0.963263147
Q810U3,Nfasc,,4553,Neurofascin,mmu04514,0.600285097,0.963263147
Q810U3,Nfasc,,4663,Neurofascin,mmu04514,0.600285097,0.963263147
Q9WV30,Nfat5,RHD,6045,Nuclear factor of activated T-cells 5 (NF-AT5) (Rel domain-containing transcription factor NFAT5) (T-cell transcription factor NFAT5),,0.46467648,1.059486814
P97305,Nfatc3,RHD,4851,"Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4)","mmu04010,mmu04310,mmu04022,mmu04218,mmu04625,mmu04660,mmu04658,mmu04659,mmu04662,mmu04921,mmu04360,mmu05166,mmu05161,mmu05167",0.644284695,0.961285363
Q8K120,Nfatc4,RHD,2979,"Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3)","mmu04310,mmu04022,mmu04218,mmu04625,mmu04921,mmu04360,mmu05166,mmu05161,mmu05167",0.347970002,0.823073531
Q60795,Nfe2,TF_bZIP,5699,"Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)",,0.361293341,0.309523006
Q60795,Nfe2,TF_bZIP,6131,"Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)",,0.361293341,0.309523006
Q07279,Nfe2,TF_bZIP,5149,"Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)",,0.361293341,0.309523006
Q61985,Nfe2,TF_bZIP,1094,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.361293341,0.309523006
Q61985,Nfe2,TF_bZIP,3269,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.361293341,0.309523006
Q61985,Nfe2,TF_bZIP,3358,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.361293341,0.309523006
Q61985,Nfe2,TF_bZIP,3649,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.361293341,0.309523006
Q61985,Nfe2l1,TF_bZIP,1094,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.553346316,1.043884874
Q61985,Nfe2l1,TF_bZIP,3269,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.553346316,1.043884874
Q61985,Nfe2l1,TF_bZIP,3358,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.553346316,1.043884874
Q61985,Nfe2l1,TF_bZIP,3649,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",,0.553346316,1.043884874
Q60795,Nfe2l2,TF_bZIP,5699,"Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)","mmu04141,mmu05200,mmu05225,mmu05418",0.940797283,0.99797135
Q60795,Nfe2l2,TF_bZIP,6131,"Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)","mmu04141,mmu05200,mmu05225,mmu05418",0.940797283,0.99797135
P25799,Nfkb1,RHD,2875,Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (NF-kappa-B1 p84/NF-kappa-B1 p98) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit],"mmu04014,mmu04010,mmu04064,mmu04668,mmu04066,mmu04071,mmu04024,mmu04151,mmu04210,mmu04218,mmu04620,mmu04621,mmu04622,mmu04623,mmu04625,mmu04660,mmu04658,mmu04659,mmu04657,mmu04662,mmu04062,mmu04920,mmu04917,mmu04926,mmu04722,mmu04380,mmu04211,mmu05200,mmu05202,mmu05206,mmu05203,mmu05212,mmu05221,mmu05220,mmu05215,mmu05222,mmu05321,mmu05030,mmu05418,mmu04932,mmu04931,mmu04933,mmu05132,mmu05133,mmu05134,mmu05152,mmu05166,mmu05162,mmu05164,mmu05161,mmu05160,mmu05168,mmu05167,mmu05169,mmu05165,mmu05146,mmu05145,mmu05140,mmu05142,mmu01523",0.824528559,0.982959726
B1AY10,Nfx1,zf-NF-X1,4148,"Transcriptional repressor NF-X1 (m-Nfx.1) (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)",mmu05165,0.527935957,1.051100407
E9Q8I7,Nfxl1,zf-NF-X1,2829,"Nuclear transcription factor, X-box-binding-like 1",,0.399462927,0.921722221
E9Q8I7,Nfxl1,zf-NF-X1,3969,"Nuclear transcription factor, X-box-binding-like 1",,0.399462927,0.921722221
P23708,Nfya,,2021,Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA),"mmu04612,mmu05152",0.930135109,1.01152177
P23708,Nfya,,4415,Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA),"mmu04612,mmu05152",0.930135109,1.01152177
P63139,Nfyb,NF-YB,2746,Nuclear transcription factor Y subunit beta (CAAT box DNA-binding protein subunit B) (Nuclear transcription factor Y subunit B) (NF-YB),"mmu04612,mmu05152,mmu05166",0.487607798,1.063540702
Q8CHT1,Ngef,,2369,Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor),mmu04360,0.837267968,0.968337058
Q8CHT1,Ngef,,5851,Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor),mmu04360,0.837267968,0.968337058
P01139,Ngf,,6955,Beta-nerve growth factor (Beta-NGF),"mmu04014,mmu04015,mmu04010,mmu04151,mmu04210,mmu04722,mmu04750",1.38E-14,2.796866878
Q9Z0W1,Ngfr,,6892,Tumor necrosis factor receptor superfamily member 16 (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (CD antigen CD271),"mmu04014,mmu04015,mmu04010,mmu04151,mmu04060,mmu04215,mmu04722,mmu05202",0.867705308,1.05831512
Q9WTZ9,Ngfrap1,,4589,Protein BEX3 (Brain-expressed X-linked protein 3 homolog) (Nerve growth factor receptor-associated protein 1) (p75NTR-associated cell death executor),,0.84280577,0.98322735
O08692,Ngp,,4981,Neutrophilic granule protein (NGP) (Cystatin-like protein) (Myeloid bactenecin protein) (Myeloid secondary granule protein),,1,0.990365314
Q3KNJ2,Nhej1,,6617,Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor),mmu03450,0.756989758,1.09805028
Q8BZW8,Nhlrc2,,3525,NHL repeat-containing protein 2,,0.895325073,1.016391652
B1AV60,Nhs,,5506,NHS actin-remodeling regulator,,0.893402841,0.986453732
Q7TMY4,Nif3l1,,6833,THO complex subunit 7 homolog (Ngg1-interacting factor 3-like protein 1-binding protein 1),,0.891741948,0.98855006
Q6ZQ12,Ninl,,1061,Ninein-like protein,,0.47159091,1.092002741
Q6ZQ12,Ninl,,1598,Ninein-like protein,,0.47159091,1.092002741
Q6ZQ12,Ninl,,3193,Ninein-like protein,,0.47159091,1.092002741
Q6ZQ12,Ninl,,4521,Ninein-like protein,,0.47159091,1.092002741
Q6ZQ12,Ninl,,4943,Ninein-like protein,,0.47159091,1.092002741
Q6KCD5,Nipbl,,495,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),,0.570141744,1.048029678
Q6KCD5,Nipbl,,2980,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),,0.570141744,1.048029678
Q6KCD5,Nipbl,,4436,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),,0.570141744,1.048029678
Q6KCD5,Nipbl,,7060,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),,0.570141744,1.048029678
Q8CEC5,Nkiras1,,4932,NF-kappa-B inhibitor-interacting Ras-like protein 1 (I-kappa-B-interacting Ras-like protein 1) (Kappa B-Ras protein 1) (KappaB-Ras1),,0.316546694,1.07622804
Q9CR56,Nkiras2,,4299,NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2),,0.696246905,0.962033834
G3UXB3,Nkx1-1,Homeobox,303,NK1 transcription factor-related protein 1 (Homeobox protein SAX-2) (NKX-1.1),,0.487263081,Inf
G3UXB3,Nkx1-1,Homeobox,4937,NK1 transcription factor-related protein 1 (Homeobox protein SAX-2) (NKX-1.1),,0.487263081,Inf
P42580,Nkx1-1,Homeobox,317,NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1),,0.487263081,Inf
P42580,Nkx1-1,Homeobox,4069,NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1),,0.487263081,Inf
P42580,Nkx1-2,Homeobox,317,NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1),,0.399456142,3.628846127
P42580,Nkx1-2,Homeobox,4069,NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1),,0.399456142,3.628846127
P50220,Nkx2-1,Homeobox,711,Homeobox protein Nkx-2.1 (Thyroid nuclear factor 1) (Thyroid transcription factor 1) (TTF-1) (Thyroid-specific enhancer-binding protein) (T/EBP),,0.819910359,0.928161015
P42586,Nkx2-2,Homeobox,2817,Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B),mmu04950,0.231858245,0.849374238
P97334,Nkx2-3,Homeobox,702,Homeobox protein Nkx-2.3 (Homeobox protein NK-2 homolog 3) (Homeobox protein NK-2 homolog C) (Nkx2-C),,1,Inf
P97334,Nkx2-3,Homeobox,1495,Homeobox protein Nkx-2.3 (Homeobox protein NK-2 homolog 3) (Homeobox protein NK-2 homolog C) (Nkx2-C),,1,Inf
P43688,Nkx2-6,Homeobox,1263,Homeobox protein Nkx-2.6 (Homeobox protein NK-2 homolog F),,,
P97503,Nkx3-2,Homeobox,4577,Homeobox protein Nkx-3.2 (Bagpipe homeobox protein homolog 1) (Homeobox protein NK-3 homolog B),,1,Inf
D3Z4R4,Nkx6-2,Homeobox,2625,NK6 homeobox 2,,0.224780362,0.878308233
D3Z4R4,Nkx6-2,Homeobox,3229,NK6 homeobox 2,,0.224780362,0.878308233
Q69ZK9,Nlgn2,,7000,Neuroligin-2,mmu04514,0.990516954,0.996262623
Q8VIH1,Nobox,Homeobox,346,Homeobox protein NOBOX (Homeodomain-containing protein OG-2) (Newborn ovary homeobox protein) (Oocyte-specific homeobox protein),,0.993168169,0.513896081
O35710,Noct,,3855,Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein),,0.166099899,1.115945619
Q99ME9,Nog,,121,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),mmu04350,0.148161222,1.2322281
Q99ME9,Nog,,5616,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),mmu04350,0.148161222,1.2322281
P97466,Nog,,4940,Noggin,mmu04350,0.148161222,1.2322281
Q8BJW5,Nol11,,3575,Nucleolar protein 11,,0.31618244,1.092903489
Q8BG17,Nol12,,181,Nucleolar protein 12 (Nucleolar protein of 25 kDa),,0.501403427,1.069703671
Q8R3N1,Nop14,,1002,Nucleolar protein 14 (Nucleolar complex protein 14),,0.769283308,0.967257232
Q8BMC4,Nop9,,1141,Nucleolar protein 9 (Pumilio domain-containing protein NOP9),,0.780096552,0.975653633
P60322,Nos2,,6987,Nanos homolog 2 (NOS-2),"mmu00220,mmu00330,mmu04371,mmu04066,mmu04020,mmu04146,mmu04926,mmu05200,mmu05222,mmu05132,mmu05133,mmu05152,mmu05146,mmu05145,mmu05140,mmu05142",0.595807853,0.827828113
P60324,Nos3,,4664,Nanos homolog 3 (NOS-3),"mmu00220,mmu00330,mmu04370,mmu04371,mmu04066,mmu04020,mmu04071,mmu04022,mmu04151,mmu04611,mmu04915,mmu04921,mmu04926,mmu05418,mmu04931,mmu04933",0.327205988,0.796112705
Q8R116,Notum,,733,Palmitoleoyl-protein carboxylesterase NOTUM (EC 3.1.1.98),mmu04310,0.983271224,0.993245439
Q9JKN6,Nova1,,4009,RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Ventral neuron-specific protein 1),,0.874082536,0.985724959
D3YVV7,Nova2,,5136,NOVA alternative-splicing regulator 2,,0.346431642,1.078249323
P97460,Npas2,bHLH,5477,Neuronal PAS domain-containing protein 2 (Neuronal PAS2),mmu04710,0.947310981,1.001677004
P97460,Npas2,bHLH,7301,Neuronal PAS domain-containing protein 2 (Neuronal PAS2),mmu04710,0.947310981,1.001677004
Q64322,Npdc1,,6638,Neural proliferation differentiation and control protein 1 (NPDC-1),,0.89715175,0.988353148
Q7TNH6,Nphp3,,5713,Nephrocystin-3,,0.635010186,0.951586185
Q80W85,Npm2,,2336,Nucleoplasmin-2,,0.835538877,0.916849924
Q80W85,Npm2,,2859,Nucleoplasmin-2,,0.835538877,0.916849924
Q91V88,Npnt,,434,Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain),mmu04512,0.234234902,1.123234321
P40753,Nppb,,828,Natriuretic peptides B (Brain natriuretic factor prohormone) (preproBNP) (proBNP) (Gamma-brain natriuretic peptide) (Iso-ANP) [Cleaved into: Brain natriuretic peptide 45 (5 kDa cardiac natriuretic peptide) (BNP(77-121)) (Brain natriuretic peptide) (BNP)],"mmu04022,mmu04270",0.294928469,0.270976845
Q91VJ5,Npw,,4785,Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1),,0.763619144,1.37892802
Q3UV55,Nr1d1,THR-like,268,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),mmu04710,0.816306274,0.983776355
Q3UV55,Nr1d1,THR-like,590,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),mmu04710,0.816306274,0.983776355
Q3UV55,Nr1d1,THR-like,952,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),mmu04710,0.816306274,0.983776355
E9Q5A6,Nr1h5,THR-like,220,"Nuclear receptor subfamily 1, group H, member 5",,0.508124977,6.559719523
Q60632,Nr2f1,RXR-like,6812,COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3),,0.587901955,0.937453348
P43135,Nr2f2,RXR-like,1853,COUP transcription factor 2 (COUP-TF2) (Apolipoprotein AI regulatory protein 1) (ARP-1) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2),,0.362489406,1.075504998
Q8VII8,Nr3c2,ESR-like,3461,Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2),mmu04960,0.441819802,1.191783845
Q06219,Nr4a2,NGFIB-like,133,Nuclear receptor subfamily 4 group A member 2 (NUR-related factor 1) (Orphan nuclear receptor NURR1),mmu04925,0.832130891,1.041794161
P33242,Nr5a1,SF-like,4701,Steroidogenic factor 1 (SF-1) (STF-1) (Adrenal 4-binding protein) (Embryonal LTR-binding protein) (ELP) (Embryonal long terminal repeat-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP) (Steroid hydroxylase positive regulator),"mmu04927,mmu04934",0.347926515,0.337859874
Q8BHG1,Nrd1,,1720,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),,0.827061486,0.985028159
Q8BHG1,Nrd1,,5116,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),,0.827061486,0.985028159
Q8BHG1,Nrd1,,5964,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),,0.827061486,0.985028159
Q61985,Nrf1,Nrf1,1094,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]","mmu04371,mmu05016",0.537582664,1.066626014
Q61985,Nrf1,Nrf1,3269,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]","mmu04371,mmu05016",0.537582664,1.066626014
